"","ID","Filial","Cidade","Tipo de consumidor","Gênero","Linha de produto","Preço Unitário","Quantidade","Imposto","Total","Data","Hora","Pagamento","Porcentagem de renda","Avaliação"
"503","620-02-2046","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",368.514,2,36.8514,743.968,"1/27/2019","19:48","Carteira eletrônica",6.94,9
"504","282-35-2475","B","Mandalay","Normal","Feminino","Viagens e sports",495.4761,2,49.54761,1000.2832,"3/25/2019","17:53","Dinheiro",9.331,6.3
"505","511-54-3087","B","Mandalay","Normal","Masculino","Viagens e sports",469.6695,1,234.83475,513.8945,"2/25/2019","16:36","Cartão de crédito",44.225,9.5
"506","726-29-6793","A","Yangon","Membro","Masculino","Acessórios eletrônicos",128.3958,8,51.35832,1036.8384,"1/28/2019","20:54","Carteira eletrônica",9.672,9.8
"507","387-49-4215","B","Mandalay","Membro","Feminino","Viagens e sports",257.535,3,38.63025,779.88,"01/08/2019","12:50","Dinheiro",7.275,6.7
"508","862-17-9201","B","Mandalay","Normal","Feminino","Acessórios de moda",446.3055,6,133.89165,2703.048,"1/29/2019","10:48","Cartão de crédito",25.215,7.7
"509","291-21-5991","B","Mandalay","Membro","Masculino","Saúde e beleza",325.4499,5,813.62475,1780.4745,"3/29/2019","14:28","Dinheiro",153.225,7
"510","602-80-9671","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",84.6945,6,25.40835,512.952,"02/09/2019","17:15","Cartão de crédito",4.785,5.1
"511","347-72-6115","B","Mandalay","Membro","Feminino","Viagens e sports",481.8294,7,168.64029,3404.5648,"1/16/2019","18:03","Cartão de crédito",31.759,6.2
"512","209-61-0206","A","Yangon","Normal","Feminino","Lar e estilo de vida",227.8521,5,569.63025,1246.5355,"01/05/2019","17:29","Carteira eletrônica",107.275,6.1
"513","595-27-4851","A","Yangon","Normal","Feminino","Acessórios de moda",288.2268,7,100.87938,2036.5856,"1/27/2019","18:05","Carteira eletrônica",18.998,9.3
"514","189-52-0236","A","Yangon","Normal","Masculino","Acessórios eletrônicos",528.6105,7,1850.13675,4048.6985,"3/14/2019","12:07","Dinheiro",348.425,7.6
"515","503-07-0930","C","Naypyitaw","Membro","Masculino","Viagens e sports",310.0509,7,1085.17815,2374.7213,"2/23/2019","19:49","Cartão de crédito",204.365,8.2
"516","413-20-6708","C","Naypyitaw","Membro","Feminino","Acessórios de moda",273.3057,1,136.65285,299.0407,"3/18/2019","15:52","Carteira eletrônica",25.735,8.5
"517","425-85-2085","B","Mandalay","Membro","Masculino","Saúde e beleza",291.3066,5,72.82665,1470.248,"3/29/2019","16:48","Carteira eletrônica",13.715,9.8
"518","521-18-7827","C","Naypyitaw","Membro","Masculino","Lar e estilo de vida",209.1609,5,522.90225,1144.2795,"1/22/2019","20:46","Cartão de crédito",98.475,8.7
"519","220-28-1851","A","Yangon","Normal","Masculino","Lar e estilo de vida",184.4163,2,18.44163,372.3056,"03/01/2019","18:14","Carteira eletrônica",3.473,9.7
"520","600-38-9738","C","Naypyitaw","Membro","Masculino","Viagens e sports",381.8952,5,95.4738,1927.456,"1/17/2019","15:05","Cartão de crédito",17.98,4.3
"521","734-91-1155","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",242.7201,3,364.08015,796.7253,"3/26/2019","10:34","Cartão de crédito",68.565,7.7
"522","451-28-5717","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",441.6327,6,132.48981,2674.7472,"3/20/2019","11:23","Dinheiro",24.951,7.3
"523","609-81-8548","A","Yangon","Membro","Feminino","Lar e estilo de vida",198.8064,6,59.64192,1204.0704,"02/06/2019","13:55","Cartão de crédito",11.232,5.9
"524","133-14-7229","C","Naypyitaw","Normal","Masculino","Saúde e beleza",333.8397,2,33.38397,673.9664,"01/01/2019","11:43","Dinheiro",6.287,5
"525","534-01-4457","A","Yangon","Normal","Masculino","Acessórios de moda",433.8801,6,130.16403,2627.7936,"1/27/2019","14:36","Cartão de crédito",24.513,8
"526","719-89-8991","A","Yangon","Membro","Feminino","Viagens e sports",485.3871,5,1213.46775,2655.4605,"2/25/2019","16:03","Carteira eletrônica",228.525,7.1
"527","286-62-6248","B","Mandalay","Normal","Masculino","Acessórios de moda",208.2051,4,41.64102,840.6624,"1/16/2019","20:03","Cartão de crédito",7.842,9
"528","339-38-9982","B","Mandalay","Membro","Masculino","Acessórios de moda",317.8566,2,31.78566,641.6992,"1/13/2019","14:55","Carteira eletrônica",5.986,6.7
"529","827-44-5872","B","Mandalay","Membro","Feminino","Acessórios de moda",288.6516,10,144.3258,2913.696,"02/07/2019","11:28","Cartão de crédito",27.18,6.1
"530","827-77-7633","A","Yangon","Normal","Masculino","Viagens e sports",520.8579,9,2343.86055,5129.1261,"2/17/2019","19:41","Dinheiro",441.405,9.3
"531","287-83-1405","A","Yangon","Normal","Masculino","Saúde e beleza",135.0333,6,40.50999,817.8288,"02/12/2019","19:01","Carteira eletrônica",7.629,7
"532","435-13-4908","A","Yangon","Membro","Masculino","Acessórios de moda",460.2708,8,184.10832,3716.8384,"1/24/2019","18:04","Cartão de crédito",34.672,7.2
"533","857-67-9057","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",121.8645,10,60.93225,1230.12,"02/06/2019","19:20","Carteira eletrônica",11.475,8.2
"534","236-27-1144","C","Naypyitaw","Normal","Feminino","Acessórios de moda",86.6061,9,389.72745,852.8499,"3/26/2019","10:31","Carteira eletrônica",73.395,8.4
"535","892-05-6689","A","Yangon","Normal","Feminino","Lar e estilo de vida",150.3792,5,37.5948,758.976,"03/11/2019","13:28","Carteira eletrônica",7.08,6.2
"536","583-41-4548","C","Naypyitaw","Normal","Masculino","Lar e estilo de vida",88.5177,7,309.81195,677.9689,"02/07/2019","11:36","Carteira eletrônica",58.345,7.4
"537","339-12-4827","B","Mandalay","Membro","Feminino","Acessórios de moda",392.7276,1,19.63638,396.4256,"01/05/2019","11:32","Cartão de crédito",3.698,5
"538","643-38-7867","A","Yangon","Normal","Masculino","Lar e estilo de vida",520.0614,1,26.00307,524.9584,"03/07/2019","11:44","Carteira eletrônica",4.897,6.9
"539","308-81-0538","A","Yangon","Normal","Feminino","Acessórios de moda",387.8955,4,77.5791,1566.192,"2/25/2019","17:16","Cartão de crédito",14.61,4.9
"540","358-88-9262","C","Naypyitaw","Membro","Feminino","Acessórios de moda",464.5188,6,139.35564,2813.3568,"02/01/2019","18:43","Carteira eletrônica",26.244,5.1
"541","460-35-4390","A","Yangon","Normal","Masculino","Lar e estilo de vida",162.9108,3,24.43662,493.3344,"1/22/2019","11:00","Carteira eletrônica",4.602,9.1
"542","343-87-0864","C","Naypyitaw","Membro","Masculino","Saúde e beleza",402.9228,1,20.14614,406.7168,"01/03/2019","10:30","Cartão de crédito",3.794,7.1
"543","173-50-1108","B","Mandalay","Membro","Feminino","Viagens e sports",107.1558,4,21.43116,432.6592,"2/13/2019","12:14","Cartão de crédito",4.036,5
"544","243-47-2663","C","Naypyitaw","Membro","Masculino","Acessórios eletrônicos",99.6687,6,29.90061,603.6432,"1/28/2019","16:43","Cartão de crédito",5.631,5.5
"545","841-18-8232","B","Mandalay","Normal","Feminino","Acessórios de moda",378.072,1,18.9036,381.632,"01/05/2019","20:40","Cartão de crédito",3.56,9.2
"546","701-23-5550","B","Mandalay","Membro","Masculino","Lar e estilo de vida",206.0811,4,41.21622,832.0864,"3/19/2019","13:40","Carteira eletrônica",7.762,4.9
"547","647-50-1224","A","Yangon","Normal","Feminino","Acessórios de moda",156.2202,10,78.1101,1576.912,"01/12/2019","16:23","Carteira eletrônica",14.71,8.9
"548","541-48-8554","A","Yangon","Normal","Masculino","Viagens e sports",323.6445,9,1456.40025,3187.0755,"01/07/2019","12:08","Cartão de crédito",274.275,6
"549","539-21-7227","B","Mandalay","Normal","Feminino","Viagens e sports",273.6774,5,68.41935,1381.272,"1/26/2019","17:45","Dinheiro",12.885,4.2
"550","213-32-1216","A","Yangon","Normal","Feminino","Acessórios eletrônicos",350.7786,6,105.23358,2124.4896,"1/23/2019","10:28","Dinheiro",19.818,7.3
"551","747-58-7183","B","Mandalay","Normal","Masculino","Acessórios de moda",304.1037,3,456.15555,998.2161,"02/09/2019","20:31","Carteira eletrônica",85.905,6.5
"552","582-52-8065","B","Mandalay","Normal","Feminino","Acessórios de moda",288.3861,9,1297.73745,2839.8699,"2/22/2019","10:49","Dinheiro",244.395,8.9
"553","210-57-1719","B","Mandalay","Normal","Feminino","Saúde e beleza",309.2544,9,139.16448,2809.4976,"02/05/2019","12:34","Dinheiro",26.208,9.7
"554","399-69-4630","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",117.9351,6,35.38053,714.2736,"03/07/2019","10:23","Cartão de crédito",6.663,8.6
"555","134-75-2619","A","Yangon","Membro","Masculino","Acessórios eletrônicos",102.5892,7,35.90622,724.8864,"3/25/2019","18:51","Dinheiro",6.762,6.9
"556","356-44-8813","B","Mandalay","Normal","Masculino","Lar e estilo de vida",199.0188,3,29.85282,602.6784,"1/20/2019","13:45","Cartão de crédito",5.622,7.7
"557","198-66-9832","B","Mandalay","Membro","Feminino","Acessórios de moda",382.5324,2,38.25324,772.2688,"02/04/2019","19:38","Dinheiro",7.204,9.5
"558","283-26-5248","C","Naypyitaw","Membro","Feminino","Acessórios de moda",523.1412,10,261.5706,5280.672,"1/30/2019","20:23","Carteira eletrônica",49.26,4.5
"559","712-39-0363","A","Yangon","Membro","Masculino","Acessórios de moda",221.2146,6,66.36438,1339.7856,"01/02/2019","15:24","Carteira eletrônica",12.498,5.6
"560","218-59-9410","A","Yangon","Membro","Feminino","Lar e estilo de vida",384.5502,3,57.68253,1164.5136,"3/29/2019","16:54","Carteira eletrônica",10.863,8.2
"561","174-75-0888","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",114.5898,9,51.56541,1041.0192,"3/14/2019","12:32","Dinheiro",9.711,7.3
"562","866-99-7614","C","Naypyitaw","Normal","Masculino","Acessórios de moda",473.652,10,236.826,4781.12,"02/11/2019","15:42","Cartão de crédito",44.6,4.4
"563","134-54-4720","B","Mandalay","Normal","Feminino","Acessórios eletrônicos",225.2502,8,90.10008,1818.9696,"1/30/2019","13:58","Carteira eletrônica",16.968,5.7
"564","760-90-2357","A","Yangon","Membro","Masculino","Acessórios eletrônicos",395.6481,6,118.69443,2396.2416,"3/20/2019","15:08","Carteira eletrônica",22.353,5
"565","514-37-2845","B","Mandalay","Normal","Masculino","Acessórios de moda",527.0175,2,52.70175,1063.96,"3/20/2019","13:02","Dinheiro",9.925,9
"566","698-98-5964","A","Yangon","Normal","Feminino","Acessórios de moda",431.2251,10,215.61255,4352.856,"1/17/2019","13:01","Cartão de crédito",40.605,6.3
"567","718-57-9773","C","Naypyitaw","Normal","Feminino","Viagens e sports",261.9423,10,130.97115,2644.088,"02/03/2019","16:40","Cartão de crédito",24.665,9.4
"568","651-88-7328","A","Yangon","Normal","Feminino","Acessórios de moda",349.0794,9,157.08573,3171.2976,"01/01/2019","13:55","Dinheiro",29.583,7.7
"569","241-11-2261","B","Mandalay","Normal","Feminino","Acessórios de moda",424.0566,7,148.41981,2996.3472,"01/10/2019","10:33","Cartão de crédito",27.951,5.5
"570","408-26-9866","C","Naypyitaw","Normal","Feminino","Viagens e sports",392.8338,7,137.49183,2775.7296,"03/02/2019","16:42","Carteira eletrônica",25.893,4.1
"571","834-83-1826","B","Mandalay","Membro","Feminino","Lar e estilo de vida",435.6324,5,108.9081,2198.672,"2/25/2019","17:16","Cartão de crédito",20.51,7.6
"572","343-61-3544","B","Mandalay","Membro","Masculino","Viagens e sports",141.6177,10,70.80885,1429.512,"1/29/2019","11:48","Dinheiro",13.335,8.6
"573","239-48-4278","A","Yangon","Membro","Masculino","Acessórios de moda",53.7903,7,188.26605,411.9871,"03/10/2019","19:35","Carteira eletrônica",35.455,8.3
"574","355-34-6244","B","Mandalay","Normal","Masculino","Acessórios de moda",384.3909,2,38.43909,776.0208,"1/13/2019","19:55","Cartão de crédito",7.239,8.1
"575","550-84-8664","A","Yangon","Normal","Masculino","Viagens e sports",456.1821,5,1140.45525,2495.6855,"3/22/2019","14:33","Cartão de crédito",214.775,8.6
"576","339-96-8318","B","Mandalay","Membro","Masculino","Acessórios de moda",431.7561,7,1511.14635,3306.8777,"03/01/2019","19:49","Carteira eletrônica",284.585,6.3
"577","458-61-0011","B","Mandalay","Normal","Masculino","Acessórios de moda",320.193,4,64.0386,1292.832,"2/20/2019","18:43","Dinheiro",12.06,5.8
"578","592-34-6155","C","Naypyitaw","Normal","Masculino","Acessórios de moda",168.6987,4,33.73974,681.1488,"1/14/2019","14:43","Carteira eletrônica",6.354,6.2
"579","797-88-0493","A","Yangon","Normal","Feminino","Saúde e beleza",341.2737,4,68.25474,1377.9488,"3/26/2019","13:54","Dinheiro",12.854,7.7
"580","207-73-1363","B","Mandalay","Normal","Masculino","Saúde e beleza",369.0981,2,36.90981,745.1472,"03/01/2019","12:15","Carteira eletrônica",6.951,8.1
"581","390-31-6381","C","Naypyitaw","Normal","Masculino","Acessórios de moda",144.5382,3,21.68073,437.6976,"01/07/2019","12:37","Dinheiro",4.083,7.3
"582","443-82-0585","A","Yangon","Membro","Feminino","Saúde e beleza",412.4808,4,82.49616,1665.4592,"02/01/2019","19:54","Dinheiro",15.536,8.4
"583","339-18-7061","C","Naypyitaw","Membro","Feminino","Acessórios de moda",493.7238,2,49.37238,996.7456,"2/13/2019","15:06","Cartão de crédito",9.298,8
"584","359-90-3665","B","Mandalay","Membro","Feminino","Acessórios de moda",96.0048,4,19.20096,387.6352,"1/14/2019","18:03","Cartão de crédito",3.616,9.5
"585","375-72-3056","B","Mandalay","Normal","Masculino","Viagens e sports",334.8486,3,50.22729,1014.0048,"1/19/2019","15:58","Carteira eletrônica",9.459,7
"586","127-47-6963","A","Yangon","Normal","Masculino","Saúde e beleza",274.5801,4,54.91602,1108.6624,"03/09/2019","13:53","Cartão de crédito",10.342,9.8
"587","278-86-2735","A","Yangon","Normal","Feminino","Acessórios de moda",277.9254,3,41.68881,841.6272,"3/27/2019","14:03","Dinheiro",7.851,9.2
"588","695-28-6250","A","Yangon","Normal","Feminino","Viagens e sports",228.6486,5,57.16215,1154.008,"02/04/2019","16:38","Carteira eletrônica",10.765,7.7
"589","379-17-6588","C","Naypyitaw","Normal","Masculino","Acessórios de moda",316.5291,10,158.26455,3195.096,"3/14/2019","11:07","Dinheiro",29.805,5.3
"590","227-50-3718","A","Yangon","Normal","Masculino","Saúde e beleza",77.6322,5,19.40805,391.816,"03/04/2019","12:23","Dinheiro",3.655,4.4
"591","302-15-2162","C","Naypyitaw","Membro","Masculino","Saúde e beleza",247.0743,6,74.12229,1496.4048,"03/03/2019","10:54","Cartão de crédito",13.959,4.3
"592","788-07-8452","C","Naypyitaw","Membro","Feminino","Lar e estilo de vida",128.7144,7,45.05004,909.4848,"1/27/2019","17:38","Carteira eletrônica",8.484,9.4
"593","560-49-6611","A","Yangon","Membro","Feminino","Viagens e sports",242.0298,1,12.10149,244.3088,"02/07/2019","14:13","Dinheiro",2.279,9.8
"594","880-35-0356","A","Yangon","Membro","Feminino","Viagens e sports",399.312,3,59.8968,1209.216,"02/05/2019","11:51","Carteira eletrônica",11.28,4.8
"595","585-11-6748","B","Mandalay","Membro","Masculino","Viagens e sports",514.008,3,77.1012,1556.544,"3/15/2019","13:05","Dinheiro",14.52,5.3
"596","470-31-3286","B","Mandalay","Normal","Masculino","Saúde e beleza",78.6942,3,11.80413,238.3056,"03/01/2019","11:30","Cartão de crédito",2.223,8.7
"597","152-68-2907","A","Yangon","Normal","Masculino","Acessórios de moda",277.182,3,41.5773,839.376,"2/15/2019","13:30","Cartão de crédito",7.83,9.5
"598","123-35-4896","C","Naypyitaw","Normal","Feminino","Viagens e sports",247.7646,9,111.49407,2250.8784,"2/17/2019","19:11","Carteira eletrônica",20.997,5.3
"599","258-69-7810","C","Naypyitaw","Normal","Feminino","Acessórios de moda",195.6735,5,489.18375,1070.4925,"1/26/2019","18:53","Dinheiro",92.125,9.2
"600","334-64-2006","A","Yangon","Membro","Feminino","Lar e estilo de vida",373.3992,2,37.33992,753.8304,"3/24/2019","14:22","Carteira eletrônica",7.032,9.6
"601","219-61-4139","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",441.1548,1,22.05774,445.3088,"1/23/2019","17:16","Carteira eletrônica",4.154,6.4
"602","881-41-7302","C","Naypyitaw","Normal","Feminino","Acessórios de moda",345.0969,1,172.54845,377.5919,"1/26/2019","10:06","Cartão de crédito",32.495,4.5
"603","373-09-4567","C","Naypyitaw","Normal","Masculino","Acessórios de moda",411.8436,10,205.9218,4157.216,"3/14/2019","20:35","Carteira eletrônica",38.78,6.9
"604","642-30-6693","B","Mandalay","Normal","Feminino","Viagens e sports",289.4481,6,86.83443,1753.0416,"3/17/2019","13:54","Carteira eletrônica",16.353,7.8
"605","484-22-8230","C","Naypyitaw","Membro","Feminino","Acessórios de moda",275.5359,7,964.37565,2110.3663,"01/08/2019","20:08","Dinheiro",181.615,4.5
"606","830-58-2383","B","Mandalay","Normal","Masculino","Lar e estilo de vida",168.5925,4,33.7185,680.72,"02/08/2019","15:26","Dinheiro",6.35,8.6
"607","559-98-9873","A","Yangon","Membro","Feminino","Acessórios de moda",284.8815,7,997.08525,2181.9455,"02/10/2019","12:56","Carteira eletrônica",187.775,5.2
"608","544-32-5024","C","Naypyitaw","Membro","Feminino","Acessórios de moda",264.3849,4,52.87698,1067.4976,"3/28/2019","19:16","Cartão de crédito",9.958,6.4
"609","318-12-0304","A","Yangon","Normal","Masculino","Acessórios de moda",162.5391,1,81.26955,177.8441,"1/23/2019","12:20","Carteira eletrônica",15.305,5.2
"610","349-97-8902","B","Mandalay","Membro","Masculino","Acessórios de moda",307.3959,2,30.73959,620.5808,"1/17/2019","10:37","Carteira eletrônica",5.789,8.9
"611","421-95-9805","A","Yangon","Normal","Feminino","Acessórios eletrônicos",153.7776,1,7.68888,155.2256,"02/07/2019","10:18","Cartão de crédito",1.448,6.2
"612","277-35-5865","C","Naypyitaw","Membro","Feminino","Acessórios de moda",525.5307,9,2364.88815,5175.1413,"03/09/2019","11:23","Dinheiro",445.365,6.7
"613","789-23-8625","B","Mandalay","Membro","Masculino","Acessórios de moda",494.9982,3,74.24973,1498.9776,"1/24/2019","11:45","Dinheiro",13.983,7.2
"614","284-54-4231","C","Naypyitaw","Membro","Masculino","Viagens e sports",429.7383,1,214.86915,470.2033,"1/19/2019","16:08","Cartão de crédito",40.465,9
"615","443-59-0061","A","Yangon","Membro","Masculino","Acessórios de moda",358.1595,10,179.07975,3615.32,"02/03/2019","11:25","Carteira eletrônica",33.725,4.2
"616","509-29-3912","A","Yangon","Membro","Feminino","Viagens e sports",205.6032,9,92.52144,1867.8528,"3/20/2019","12:24","Carteira eletrônica",17.424,4.2
"617","327-40-9673","B","Mandalay","Membro","Masculino","Viagens e sports",385.506,6,115.6518,2334.816,"1/13/2019","19:51","Dinheiro",21.78,6.9
"618","840-19-2096","C","Naypyitaw","Membro","Masculino","Acessórios eletrônicos",466.8021,5,1167.00525,2553.7855,"3/14/2019","18:10","Carteira eletrônica",219.775,4.4
"619","828-46-6863","A","Yangon","Membro","Masculino","Acessórios de moda",523.1943,6,156.95829,3168.7248,"1/23/2019","11:22","Cartão de crédito",29.559,4
"620","641-96-3695","C","Naypyitaw","Membro","Feminino","Acessórios de moda",230.7726,6,69.23178,1397.6736,"02/07/2019","17:55","Carteira eletrônica",13.038,8.5
"621","420-97-3340","A","Yangon","Normal","Feminino","Acessórios de moda",380.6208,3,57.09312,1152.6144,"3/28/2019","15:30","Cartão de crédito",10.752,9.2
"622","436-54-4512","A","Yangon","Membro","Feminino","Acessórios de moda",486.4491,1,243.22455,532.2541,"3/20/2019","19:44","Dinheiro",45.805,9.8
"623","670-79-6321","B","Mandalay","Membro","Feminino","Lar e estilo de vida",502.2729,7,1757.95515,3846.9753,"1/17/2019","15:27","Cartão de crédito",331.065,4.9
"624","852-62-7105","B","Mandalay","Normal","Feminino","Acessórios de moda",442.0575,10,221.02875,4462.2,"01/12/2019","11:25","Cartão de crédito",41.625,4.4
"625","598-06-7312","B","Mandalay","Membro","Masculino","Acessórios de moda",485.0685,1,242.53425,530.7435,"2/16/2019","15:42","Dinheiro",45.675,6.8
"626","135-13-8269","B","Mandalay","Membro","Feminino","Acessórios de moda",418.8528,2,41.88528,845.5936,"1/26/2019","16:04","Dinheiro",7.888,9.1
"627","816-57-2053","A","Yangon","Normal","Masculino","Viagens e sports",323.2197,2,32.32197,652.5264,"03/09/2019","12:37","Carteira eletrônica",6.087,8.7
"628","628-90-8624","B","Mandalay","Membro","Masculino","Saúde e beleza",438.4998,10,219.2499,4426.288,"3/14/2019","14:41","Dinheiro",41.29,5
"629","856-66-2701","A","Yangon","Membro","Masculino","Lar e estilo de vida",283.023,3,42.45345,857.064,"1/25/2019","14:19","Carteira eletrônica",7.995,7.5
"630","308-39-1707","A","Yangon","Normal","Feminino","Acessórios de moda",64.1979,1,3.209895,64.8024,"1/26/2019","18:19","Cartão de crédito",0.6045,8.2
"631","149-61-1929","A","Yangon","Normal","Masculino","Viagens e sports",340.8489,10,170.42445,3440.584,"1/19/2019","14:08","Cartão de crédito",32.095,6.7
"632","655-07-2265","A","Yangon","Normal","Masculino","Acessórios eletrônicos",415.8261,3,623.73915,1364.9433,"03/05/2019","16:38","Carteira eletrônica",117.465,5.4
"633","589-02-8023","A","Yangon","Membro","Masculino","Acessórios de moda",444.8187,2,44.48187,898.0144,"1/15/2019","10:54","Cartão de crédito",8.377,7
"634","420-04-7590","B","Mandalay","Normal","Masculino","Lar e estilo de vida",529.407,3,79.41105,1603.176,"3/18/2019","11:29","Carteira eletrônica",14.955,4.7
"635","182-88-2763","B","Mandalay","Membro","Masculino","Acessórios de moda",424.3221,3,636.48315,1392.8313,"3/20/2019","19:28","Cartão de crédito",119.865,5
"636","188-55-0967","B","Mandalay","Membro","Masculino","Saúde e beleza",352.9557,10,176.47785,3562.792,"1/15/2019","15:01","Cartão de crédito",33.235,5
"637","610-46-4100","A","Yangon","Normal","Masculino","Saúde e beleza",153.7245,7,538.03575,1177.3965,"03/03/2019","20:31","Cartão de crédito",101.325,6
"638","318-81-2368","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",245.322,1,12.2661,247.632,"3/19/2019","12:16","Dinheiro",2.31,6.3
"639","364-33-8584","B","Mandalay","Membro","Feminino","Acessórios de moda",93.6153,5,234.03825,512.1515,"03/08/2019","15:27","Dinheiro",44.075,8.5
"640","665-63-9737","B","Mandalay","Normal","Masculino","Acessórios de moda",278.3502,3,41.75253,842.9136,"2/27/2019","17:36","Carteira eletrônica",7.863,7.5
"641","695-09-5146","B","Mandalay","Membro","Feminino","Acessórios de moda",524.5749,3,786.86235,1721.9097,"2/23/2019","20:00","Carteira eletrônica",148.185,6.4
"642","155-45-3814","C","Naypyitaw","Membro","Feminino","Acessórios eletrônicos",470.2005,8,188.0802,3797.024,"3/19/2019","15:29","Carteira eletrônica",35.42,4.7
"643","794-32-2436","B","Mandalay","Membro","Masculino","Acessórios eletrônicos",295.6077,2,29.56077,596.7824,"3/27/2019","15:08","Carteira eletrônica",5.567,6
"644","131-15-8856","C","Naypyitaw","Membro","Feminino","Acessórios de moda",385.0812,8,154.03248,3109.6576,"3/30/2019","19:26","Cartão de crédito",29.008,4
"645","273-84-2164","C","Naypyitaw","Membro","Masculino","Acessórios eletrônicos",63.9855,5,159.96375,350.0525,"2/16/2019","15:53","Carteira eletrônica",30.125,5.5
"646","706-36-6154","A","Yangon","Membro","Masculino","Lar e estilo de vida",102.8016,9,46.26072,933.9264,"1/18/2019","18:43","Carteira eletrônica",8.712,8.7
"647","778-89-7974","C","Naypyitaw","Normal","Masculino","Saúde e beleza",372.8151,6,111.84453,2257.9536,"3/30/2019","14:58","Dinheiro",21.063,7.4
"648","574-31-8277","B","Mandalay","Membro","Masculino","Acessórios de moda",178.5753,1,89.28765,195.3903,"3/20/2019","19:55","Dinheiro",16.815,5.6
"649","859-71-0933","C","Naypyitaw","Membro","Feminino","Viagens e sports",82.2519,2,8.22519,166.0528,"1/16/2019","15:10","Dinheiro",1.549,6.3
"650","740-11-5257","C","Naypyitaw","Normal","Masculino","Acessórios eletrônicos",131.3694,10,65.6847,1326.064,"2/24/2019","16:44","Dinheiro",12.37,7.1
"651","369-82-2676","B","Mandalay","Normal","Masculino","Acessórios eletrônicos",401.7546,5,100.43865,2027.688,"1/15/2019","18:22","Carteira eletrônica",18.915,7.8
"652","563-47-4072","B","Mandalay","Normal","Feminino","Saúde e beleza",296.3511,6,88.90533,1794.8496,"1/22/2019","11:52","Dinheiro",16.743,9.9
"653","742-04-5161","A","Yangon","Membro","Masculino","Lar e estilo de vida",386.4618,10,193.2309,3901.008,"02/03/2019","17:24","Dinheiro",36.39,7.3
"654","149-15-7606","B","Mandalay","Membro","Masculino","Viagens e sports",198.1692,9,89.17614,1800.3168,"03/06/2019","15:31","Carteira eletrônica",16.794,5.1
"655","133-77-3154","B","Mandalay","Membro","Masculino","Acessórios de moda",319.5558,4,63.91116,1290.2592,"2/16/2019","18:04","Cartão de crédito",12.036,9.4
"656","169-52-4504","A","Yangon","Normal","Feminino","Acessórios eletrônicos",83.3139,3,124.97085,273.4767,"3/14/2019","14:13","Cartão de crédito",23.535,5.8
"657","250-81-7186","C","Naypyitaw","Normal","Feminino","Acessórios eletrônicos",529.3539,1,264.67695,579.1989,"2/27/2019","10:23","Cartão de crédito",49.845,8
"658","562-12-5430","A","Yangon","Membro","Feminino","Acessórios de moda",468.0765,3,702.11475,1536.4545,"1/18/2019","10:11","Carteira eletrônica",132.225,7.9
"659","816-72-8853","A","Yangon","Membro","Feminino","Viagens e sports",148.3083,5,370.77075,811.3665,"1/29/2019","15:48","Dinheiro",69.825,5.9
"660","491-38-3499","A","Yangon","Membro","Masculino","Acessórios de moda",294.4395,1,147.21975,322.1645,"2/26/2019","17:46","Cartão de crédito",27.725,4.9
"661","322-02-2271","B","Mandalay","Normal","Feminino","Viagens e sports",228.1707,3,342.25605,748.9671,"02/03/2019","11:46","Dinheiro",64.455,9.3
"662","842-29-4695","C","Naypyitaw","Membro","Masculino","Viagens e sports",91.0134,7,31.85469,643.0928,"1/16/2019","12:07","Cartão de crédito",5.999,7.9
"663","725-67-2480","B","Mandalay","Membro","Feminino","Acessórios de moda",311.9625,6,93.58875,1889.4,"3/24/2019","18:14","Cartão de crédito",17.625,5.9
"664","641-51-2661","C","Naypyitaw","Membro","Feminino","Acessórios de moda",462.501,10,231.2505,4668.56,"02/12/2019","14:45","Cartão de crédito",43.55,9.9
"665","714-02-3114","C","Naypyitaw","Normal","Feminino","Viagens e sports",524.628,2,52.4628,1059.136,"2/21/2019","11:39","Dinheiro",9.88,7.7
"666","518-17-2983","A","Yangon","Normal","Feminino","Acessórios de moda",258.2253,4,51.64506,1042.6272,"02/04/2019","15:44","Carteira eletrônica",9.726,7.6
"667","779-42-2410","B","Mandalay","Membro","Masculino","Acessórios de moda",306.5994,3,45.98991,928.4592,"2/20/2019","13:06","Carteira eletrônica",8.661,7.7
"668","190-14-3147","B","Mandalay","Normal","Feminino","Saúde e beleza",95.4207,4,19.08414,385.2768,"2/23/2019","20:43","Carteira eletrônica",3.594,6.4
"669","408-66-6712","C","Naypyitaw","Membro","Feminino","Saúde e beleza",253.3401,6,76.00203,1534.3536,"2/16/2019","14:19","Carteira eletrônica",14.313,4.4
"670","679-22-6530","B","Mandalay","Normal","Feminino","Viagens e sports",215.6922,2,21.56922,435.4464,"1/17/2019","10:01","Cartão de crédito",4.062,4.1
